"","CustomerId","Large","Medium","Small","VLarge","VMedium","VSmall","HightRisk","LowRisk","MediumRisk"
"115",225,1,0,0,922.8,0,0,0,1,0
"116",226,2,0,0,5047.499925,0,0,0,1,0
"117",227,2,0,1,6639.700075,0,2473.79997,0.271443458362324,0.728556541637675,0
"118",228,0,2,0,0,281.25,0,0,0,1
"119",229,1,0,0,129.95,0,0,0,1,0
"120",230,3,0,0,4600.55008,0,0,0,1,0
"121",233,1,0,0,922.8,0,0,0,1,0
"122",234,1,0,0,597.5,0,0,0,1,0
"123",235,3,0,0,4179.750075,0,0,0,1,0
"124",236,5,0,0,3278.200055,0,0,0,1,0
"125",237,2,0,0,9419.600355,0,0,0,1,0
"126",239,1,0,0,2393.99994,0,0,0,1,0
"127",240,1,0,0,1588.50003,0,0,0,1,0
"128",241,1,0,0,1090.59998,0,0,0,1,0
"129",242,1,1,0,2460.8,374.50001,0,0,0.867915208733061,0.132084791266939
"130",243,3,0,0,5062.84999,0,0,0,1,0
"131",244,0,0,1,0,0,1649.19998,1,0,0
"132",245,2,0,0,3506.250075,0,0,0,1,0
"133",246,1,1,0,2338.6,79.25,0,0,0.967222946005749,0.0327770539942511
"134",247,2,1,0,4838.50007,256.25,0,0,0.949703126457781,0.0502968735422187
"135",248,2,1,0,3390.249995,439.00002,0,0,0.885356135462469,0.114643864537531
"136",249,0,0,1,0,0,3298.39996,1,0,0
"137",250,3,2,0,5044.600075,1584.40002,0,0,0.760989591598429,0.239010408401571
"138",251,0,0,1,0,0,824.59999,1,0,0
"139",252,1,0,0,1084.8,0,0,0,1,0
"140",253,0,1,0,0,155.5,0,0,0,1
"141",254,3,0,0,33626.79888,0,0,0,1,0
"142",255,2,0,0,3038.65008,0,0,0,1,0
"143",256,2,0,0,3166.500015,0,0,0,1,0
"144",257,3,3,0,6056.99996,1451.45,0,0,0.806691126965971,0.193308873034029
"145",258,2,2,0,56637.997875,818.000015,0,0,0.985763017873851,0.0142369821261493
"146",259,1,1,0,1322.79998,155.5,0,0,0.894811606504926,0.105188393495074
"147",260,3,0,0,4113.049985,0,0,0,1,0
"148",261,0,2,1,0,683.049995,2473.79997,0.783629249862054,0,0.216370750137946
"149",262,1,1,1,7638.75,543.149985,3298.39996,0.28730956297327,0.665378956699376,0.0473114803273548
"150",263,1,0,0,376.2,0,0,0,1,0
"151",264,1,0,0,1040.7,0,0,0,1,0
"152",265,2,2,0,3034.90003,472.5,0,0,0.865284827519375,0.134715172480625
"153",266,0,1,0,0,466.5,0,0,0,1
"154",267,3,1,0,3652.699945,622,0,0,0.854492711066765,0.145507288933235
"155",268,3,0,0,4064.04994,0,0,0,1,0
"156",269,0,1,0,0,611.699985,0,0,0,1
"157",270,1,1,0,2145.9999,208.85,0,0,0.911310695429038,0.0886893045709623
"158",273,2,0,0,882.30001,0,0,0,1,0
"159",274,1,1,0,899.40002,155.5,0,0,0.852592665606358,0.147407334393642
"160",275,1,1,0,235.2,1281.25,0,0,0.155099080088364,0.844900919911636
"161",276,2,0,0,4451.750175,0,0,0,1,0
"162",278,2,0,0,24890.899115,0,0,0,1,0
"163",279,3,0,0,62254.99815,0,0,0,1,0
"164",280,1,2,0,4086.300195,1578.6,0,0,0.721336661607328,0.278663338392672
"165",281,4,1,0,7865.999955,749.00002,0,0,0.913058616114506,0.0869413838854944
"166",282,1,0,0,6087.90007,0,0,0,1,0
"167",283,1,1,0,401.69998,188.25,0,0,0.680905150636669,0.319094849363331
"168",285,1,0,0,1792.5,0,0,0,1,0
"169",287,1,1,0,914.550015,181.049995,0,0,0.834748089314092,0.165251910685908
"170",288,3,0,1,3295.04996,0,4122.99995,0.555806445093061,0.444193554906939,0
"171",289,1,0,0,470.4,0,0,0,1,0
"172",291,1,0,0,1524.250025,0,0,0,1,0
"173",292,1,1,0,429.19998,512.5,0,0,0.455771465557427,0.544228534442573
"174",293,2,1,0,17079.99941,181.049995,0,0,0.98951106675197,0.0104889332480304
"175",294,2,2,0,2376.349935,956.000005,0,0,0.713115362367975,0.286884637632025
"176",295,1,0,0,1792.25005,0,0,0,1,0
"177",296,0,2,0,0,939,0,0,0,1
"178",297,2,1,0,2386.250005,237.75,0,0,0.909394055050697,0.0906059449493027
"179",298,1,1,0,2042.499925,155.5,0,0,0.929253864737962,0.0707461352620383
"180",299,2,0,0,517.15,0,0,0,1,0
"181",300,1,0,0,5456.25,0,0,0,1,0
"182",301,4,1,0,7705.35018,208.85,0,0,0.973610725626099,0.0263892743739014
"183",302,2,0,0,2314.700005,0,0,0,1,0
"184",303,4,0,0,35299.898825,0,0,0,1,0
"185",304,3,2,0,2024.649955,487.04999,0,0,0.806087510186254,0.193912489813746
"186",305,1,1,0,723.2,658.50003,0,0,0.523413175289574,0.476586824710426
"187",306,1,1,0,2992.499925,203.899995,0,0,0.936209485639081,0.0637905143609189
"188",307,1,1,0,1739.40002,512.5,0,0,0.772414407634314,0.227585592365686
"189",309,2,2,0,1594.99994,1423.95,0,0,0.528329376670618,0.471670623329382
"190",310,2,0,0,3330.250015,0,0,0,1,0
"191",311,3,0,0,3180.54993,0,0,0,1,0
"192",312,2,1,0,1857.69997,658.50003,0,0,0.738295831015023,0.261704168984977
"193",313,2,1,0,1455.650005,1793.75,0,0,0.447975011620645,0.552024988379355
"194",316,1,0,0,429.19998,0,0,0,1,0
"195",318,1,1,1,304.850005,1097.50005,3298.39996,0.701675253837126,0.0648513543641397,0.233473391798734
"196",319,1,0,1,1195,0,824.59999,0.408298670074761,0.591701329925239,0
"197",322,2,0,0,1405.29999,0,0,0,1,0
"198",323,2,0,0,5386.85006,0,0,0,1,0
"199",324,2,0,0,796.09999,0,0,0,1,0
"200",325,1,1,0,375.40001,2061.60004,0,0,0.154041855682358,0.845958144317642
"201",326,1,1,0,1096.34994,155.5,0,0,0.875783833963358,0.124216166036642
"202",327,1,0,0,304.850005,0,0,0,1,0
"203",328,4,1,0,4020.40007,232.5,0,0,0.945331421812598,0.0546685781874014
"204",329,2,1,0,3972.75006,176.25,0,0,0.957519884923791,0.0424801150762095
"205",330,1,0,0,2742.00012,0,0,0,1,0
"206",331,3,0,0,6877.400075,0,0,0,1,0
"207",332,2,0,0,50430.69823,0,0,0,1,0
"208",333,2,1,0,1376.250005,237.75,0,0,0.85269516774258,0.14730483225742
"209",334,1,0,0,2601.75,0,0,0,1,0
"210",335,1,1,0,264.750005,724.19998,0,0,0.267708184453838,0.732291815546162
"211",336,4,1,0,4868.19998,139.5,0,0,0.972142899822844,0.0278571001771556
"212",337,6,1,0,11986.10005,203.899995,0,0,0.983273175205308,0.0167268247946918
"213",338,2,2,0,1595.60002,1564.1,0,0,0.504984653574804,0.495015346425196
"214",339,2,1,0,3223.90003,626.55,0,0,0.837278760893308,0.162721239106692
"215",340,2,1,0,3799.55016,93,0,0,0.976108207684599,0.0238917923154008
"216",342,2,1,0,1655.250045,62.75,0,0,0.9634749718531,0.0365250281468997
"217",343,1,1,1,685.50003,475.5,2473.79997,0.680587644437108,0.188593603499505,0.130818752063387
"218",344,1,0,0,1028.250045,0,0,0,1,0
"219",346,5,0,0,13127.20014,0,0,0,1,0
"220",347,1,1,0,602.54997,396.25,0,0,0.603273916798376,0.396726083201624
"221",348,3,3,0,5560.40001,2114.749995,0,0,0.724467926539242,0.275532073460758
"222",349,2,1,0,24284.69913,626.55,0,0,0.974848712052522,0.0251512879474784
"223",350,1,1,0,1739.40002,466.5,0,0,0.788521693743853,0.211478306256147
"224",351,1,1,0,563.100015,79.25,0,0,0.876624895852147,0.123375104147853
"225",352,3,0,0,1564.79997,0,0,0,1,0
"226",353,1,1,0,816.99997,93,0,0,0.897802194433039,0.102197805566961
"227",354,1,0,0,869.70001,0,0,0,1,0
"228",355,2,0,0,5627.59987,0,0,0,1,0
"229",356,3,1,0,3209.549855,93,0,0,0.971839940626725,0.0281600593732748
"230",357,2,0,0,5226.300075,0,0,0,1,0
"231",358,5,2,0,6049.449955,1734.25,0,0,0.777194649070976,0.222805350929024
"232",359,1,0,1,1196.99997,0,824.59999,0.407894739966259,0.592105260033741,0
"233",360,1,2,0,904,1589.799995,0,0,0.362498998240635,0.637501001759365
"234",361,0,2,0,0,1515.20005,0,0,0,1
"235",362,2,1,0,2307.150035,1610,0,0,0.588986894651841,0.411013105348159
"236",363,2,0,0,1678.70003,0,0,0,1,0
"237",364,3,1,0,5924.70015,933,0,0,0.863948557155856,0.136051442844144
"238",365,1,0,0,71164.797345,0,0,0,1,0
"239",366,1,2,0,23721.599115,1320.649985,0,0,0.947263124021876,0.0527368759781245
"240",368,0,1,0,0,749.00002,0,0,0,1
"241",370,3,1,0,24905.899115,1756.00008,0,0,0.934138222219019,0.0658617777809808
"242",371,3,0,0,2596.40003,0,0,0,1,0
"243",372,3,0,0,2335.649955,0,0,0,1,0
"244",373,3,0,0,2246.949995,0,0,0,1,0
"245",374,3,1,1,1645.699985,362.09999,824.59999,0.291131196225671,0.58102669302921,0.127842110745119
"246",375,4,0,0,6461.05009,0,0,0,1,0
"247",376,3,0,0,3835.40001,0,0,0,1,0
"248",378,3,1,1,8817.149675,362.09999,4122.99995,0.309947570473402,0.662831470630165,0.0272209588964325
"249",379,5,0,0,29751.24916,0,0,0,1,0
"250",380,2,0,0,917.30001,0,0,0,1,0
"251",381,2,2,0,1585.99999,756.00002,0,0,0.677198968073446,0.322801031926554
"252",382,4,2,0,7536.799955,2111.29997,0,0,0.781169350813912,0.218830649186088
"253",383,2,0,0,1696.099925,0,0,0,1,0
"254",384,5,0,0,4487.100045,0,0,0,1,0
"255",386,2,1,0,1476.49998,622,0,0,0.703597805133169,0.296402194866831
"256",387,2,0,0,2952.99996,0,0,0,1,0
"257",388,2,1,0,3534.299985,311,0,0,0.919122044778517,0.0808779552214832
"258",389,1,1,0,520.35,201.25,0,0,0.721105875831486,0.278894124168514
"259",390,1,2,0,2401.950075,786.94998,0,0,0.753222124736675,0.246777875263325
"260",391,6,1,0,8197.550185,125.5,0,0,0.984921393334119,0.0150786066658806
"261",392,1,0,1,1195,0,824.59999,0.408298670074761,0.591701329925239,0
"262",393,1,0,0,358.45001,0,0,0,1,0
"263",394,5,0,0,36534.699005,0,0,0,1,0
"264",395,1,0,0,800.650025,0,0,0,1,0
"265",396,2,0,0,1964.099945,0,0,0,1,0
"266",397,1,1,0,2987.5,237.75,0,0,0.926284784125262,0.0737152158747384
"267",398,2,1,0,3099.59994,208.85,0,0,0.936873761493275,0.063126238506725
"268",399,1,1,0,609.70001,1498.00004,0,0,0.289272664770303,0.710727335229697
"269",400,1,1,0,2992.499925,1088.5,0,0,0.733276152902649,0.266723847097351
"270",401,2,1,0,3036.550055,439.00002,0,0,0.873689053379557,0.126310946620443
"271",402,4,0,0,3589.99999,0,0,0,1,0
"272",403,2,1,0,6239.500195,1537.5,0,0,0.802301663694378,0.197698336305622
"273",404,2,0,0,3488.899925,0,0,0,1,0
"274",405,1,1,0,1461.79992,1030.80002,0,0,0.586455891513822,0.413544108486178
"275",406,2,2,0,52661.39829,381.75,0,0,0.992803028999846,0.00719697100015403
"276",407,2,0,0,2341.34994,0,0,0,1,0
"277",408,3,0,0,12842.450395,0,0,0,1,0
"278",409,1,0,0,2992.499925,0,0,0,1,0
"279",410,1,0,0,3507.9,0,0,0,1,0
"280",411,2,0,0,580.049995,0,0,0,1,0
"281",412,1,0,0,2393.99994,0,0,0,1,0
"282",413,4,0,0,2590.400095,0,0,0,1,0
"283",414,3,0,0,3119.700085,0,0,0,1,0
"284",415,3,3,0,1422.349965,2060.64997,0,0,0.408369219507321,0.591630780492679
"285",416,1,1,0,1225.499955,658.50003,0,0,0.650477688299982,0.349522311700018
"286",417,6,1,0,8879.499995,1408.75,0,0,0.863071950945531,0.136928049054469
"287",418,0,1,0,0,466.5,0,0,0,1
"288",419,2,1,0,2394.799955,1793.75,0,0,0.571749168740665,0.428250831259335
"289",420,2,0,0,1674.150005,0,0,0,1,0
"290",421,2,0,0,2941.05002,0,0,0,1,0
"291",422,2,0,0,5052.749885,0,0,0,1,0
"292",423,1,0,0,2859.499895,0,0,0,1,0
"293",424,4,2,0,9307.299665,1392.25,0,0,0.869877701063038,0.130122298936962
"294",425,3,0,0,5080.900025,0,0,0,1,0
"295",426,2,0,0,832.7,0,0,0,1,0
"296",427,2,0,0,1608.30003,0,0,0,1,0
"297",428,2,1,0,3160.900035,260.9,0,0,0.92375358076703,0.0762464192329696
"298",429,3,2,0,49983.39827,679.09999,0,0,0.986595607928475,0.0134043920715251
"299",430,3,0,0,2808.2,0,0,0,1,0
"300",431,2,1,0,3939.00009,1756.00008,0,0,0.691659345464076,0.308340654535924
"301",432,1,0,0,1739.40002,0,0,0,1,0
"302",433,4,0,0,4812.60002,0,0,0,1,0
"303",434,1,1,0,1287.59994,622,0,0,0.674277325333389,0.325722674666611
"304",435,0,2,0,0,2698.999975,0,0,0,1
"305",436,2,0,0,1055.650025,0,0,0,1,0
"306",437,2,0,0,32357.79879,0,0,0,1,0
"307",438,2,1,0,40405.698535,1097.50005,0,0,0.973556253796866,0.0264437462031338
"308",439,2,1,0,6925.5502,724.19998,0,0,0.905330244392373,0.0946697556076269
"309",440,2,2,0,2350.89996,1920.75006,0,0,0.55034938466237,0.44965061533763
"310",441,3,0,0,4978.800025,0,0,0,1,0
"311",442,3,1,1,2451.94999,1019.499975,824.59999,0.19194376197611,0.570745223096457,0.237311014927432
"312",443,2,0,0,5994.85016,0,0,0,1,0
"313",444,1,0,1,1792.25005,0,824.59999,0.315111671435326,0.684888328564674,0
"314",445,1,1,1,200.84999,561.750015,1649.19998,0.683804623209665,0.0832780459611787,0.232917330829157
"315",446,3,2,1,5885.60012,492.049995,824.59999,0.114491995970473,0.817189077607018,0.0683189264225086
"316",447,1,1,0,1103.60001,374.50001,0,0,0.746634189207304,0.253365810792696
"317",448,2,1,0,1024.200015,777.5,0,0,0.568463121758924,0.431536878241076
"318",449,1,0,0,1075.35003,0,0,0,1,0
"319",450,1,2,0,1588.50003,1024.5,0,0,0.607921933318922,0.392078066681078
"320",451,1,1,0,3478.80004,176.25,0,0,0.951779045958014,0.0482209540419862
"321",452,2,1,0,2224.449995,603.75,0,0,0.786524997854687,0.213475002145313
"322",453,2,2,0,1631.350025,1142.999975,0,0,0.588011615333321,0.411988384666679
"323",454,2,1,0,6484.500045,186,0,0,0.972116033468972,0.0278839665310279
"324",455,0,1,0,0,187.250005,0,0,0,1
"325",456,2,1,0,1709.000005,181.049995,0,0,0.904208886008307,0.0957911139916933
"326",457,4,0,0,8723.05007,0,0,0,1,0
"327",458,0,1,0,0,543.149985,0,0,0,1
"328",459,4,0,0,12477.949695,0,0,0,1,0
"329",460,1,1,0,375.40001,352.5,0,0,0.515730189370378,0.484269810629622
"330",461,2,1,0,2439.85001,1793.75,0,0,0.576306217932005,0.423693782067995
"331",462,2,1,0,378.550005,189.850005,0,0,0.665992256052212,0.334007743947788
"332",463,2,1,0,4194.450075,768.75,0,0,0.845110012011756,0.154889987988244
"333",464,1,2,0,1601.30005,1020.60002,0,0,0.610740305598298,0.389259694401702
"334",465,0,1,0,0,512.5,0,0,0,1
"335",466,2,1,0,1643.650055,187.250005,0,0,0.897727894006405,0.102272105993595
"336",467,3,2,0,12872.15007,1005.25002,0,0,0.927562078380634,0.0724379216193658
"337",468,1,0,1,1169.3,0,5772.19993,0.831549375237118,0.168450624762882,0
"338",469,0,1,0,0,125.5,0,0,0,1
"339",470,3,0,0,4279.70008,0,0,0,1,0
"340",471,5,0,0,6674.899985,0,0,0,1,0
"341",472,4,0,0,4256.50001,0,0,0,1,0
"342",473,3,1,0,3014.54994,626.55,0,0,0.827922877612637,0.172077122387363
"343",474,1,0,0,914.550015,0,0,0,1,0
"344",475,2,0,0,1818.4,0,0,0,1,0
"345",476,3,1,1,3796.150115,1043.6,824.59999,0.145577157964179,0.670182817910405,0.184240024125416
"346",477,1,1,0,685.50003,407.79999,0,0,0.627000839165813,0.372999160834187
"347",478,4,1,0,2635.950065,658.50003,0,0,0.800118377570992,0.199881622429008
"348",479,4,1,0,5995.29998,256.25,0,0,0.959010165347826,0.0409898346521737
"349",480,2,1,0,3053.000025,603.75,0,0,0.834894374547793,0.165105625452207
"350",481,6,1,0,7543.900025,777.5,0,0,0.906566203083117,0.0934337969168836
"351",482,1,0,0,1169.3,0,0,0,1,0
"352",483,2,2,0,1676.349945,1695.00007,0,0,0.497234027182431,0.502765972817569
"353",484,4,1,0,3324.999965,251,0,0,0.929809842713463,0.0701901572865368
"354",485,5,0,0,6993.100155,0,0,0,1,0
"355",486,3,1,1,6411.450075,690.25,824.59999,0.104033405654319,0.808883088253359,0.087083506092322
"356",487,1,0,0,1601.30005,0,0,0,1,0
"357",488,6,2,0,5809.10003,1305.15,0,0,0.816544260533953,0.183455739466047
"358",489,4,0,0,5265.199945,0,0,0,1,0
"359",490,3,0,0,5661.00014,0,0,0,1,0
"360",491,1,1,0,1713.750075,1019.499975,0,0,0.627000839165813,0.372999160834187
"361",492,1,0,0,5604.550175,0,0,0,1,0
"362",493,2,2,0,1169.79997,781.250025,0,0,0.599574574202544,0.400425425797456
"363",494,3,1,0,8584.15024,768.75,0,0,0.917806244023405,0.0821937559765953
"364",495,1,3,0,389.85,1998.10002,0,0,0.163257185759692,0.836742814240308
"365",496,3,1,0,6384.49997,622,0,0,0.911225290421289,0.0887747095787114
"366",497,4,1,1,8341.350005,512.5,6596.79992,0.426959380480559,0.539870493829728,0.0331701256897127
"367",498,2,0,1,1479.349975,0,3298.39996,0.690366805478278,0.309633194521722,0
"368",499,3,0,0,7828.200145,0,0,0,1,0
"369",500,1,0,0,858.39996,0,0,0,1,0
"370",501,1,1,1,307.6,256.25,2473.79997,0.814379534979799,0.101262490095263,0.0843579749249384
"371",502,3,1,0,13873.550245,325.5,0,0,0.977075931531785,0.0229240684682146
"372",503,4,2,0,5750.20003,828.25002,0,0,0.874096479610725,0.125903520389275
"373",504,3,1,0,2915.100005,158.5,0,0,0.948431806434748,0.0515681935652522
"374",505,2,1,0,4183.89998,835.4,0,0,0.833562448283874,0.166437551716126
"375",506,3,0,0,41289.998525,0,0,0,1,0
"376",507,1,2,0,264.750005,2028.750005,0,0,0.115434926464204,0.884565073535796
"377",508,3,0,0,4179.649965,0,0,0,1,0
"378",509,2,1,0,9229.999685,1097.50005,0,0,0.893730324070543,0.106269675929457
"379",510,1,2,0,1845.6,368.3,0,0,0.83364198924974,0.16635801075026
"380",511,3,0,0,5839.400175,0,0,0,1,0
"381",512,4,0,0,4301.40003,0,0,0,1,0
"382",513,4,2,0,3340.350055,1603.89996,0,0,0.675602982225,0.324397017775
"383",514,4,1,0,7685.49986,374.50001,0,0,0.953535978158769,0.0464640218412311
"384",515,6,2,0,58708.79796,1244.25,0,0,0.979246259492426,0.0207537405075744
"385",516,0,1,0,0,512.5,0,0,0,1
"386",517,1,0,0,685.50003,0,0,0,1,0
"387",518,2,1,0,1134.450015,561.750015,0,0,0.668818532564228,0.331181467435772
"388",519,2,1,0,1450.2,515.40001,0,0,0.737789984036478,0.262210015963523
"389",520,3,0,1,2878.899995,0,824.59999,0.22265424418518,0.77734575581482,0
"390",521,2,0,0,1966.59997,0,0,0,1,0
"391",522,4,1,0,9081.45034,724.19998,0,0,0.926144625153225,0.0738553748467751
"392",523,0,2,0,0,455.75,0,0,0,1
"393",524,3,1,1,40936.598495,1057.5,824.59999,0.019257941487616,0.956044904292004,0.0246971542203801
"394",525,4,1,1,76990.49742,626.55,1649.19998,0.0208058288880218,0.971289797932329,0.00790437317964922
"395",526,4,0,0,3187.10006,0,0,0,1,0
"396",527,4,0,0,4648.89998,0,0,0,1,0
"397",528,1,1,0,1136.25,379.70001,0,0,0.749529992746924,0.250470007253076
"398",529,1,1,0,1091.25,622,0,0,0.636947322340581,0.363052677659419
"399",530,2,2,0,1258.89999,561.35,0,0,0.691608293869569,0.308391706130431
"400",531,2,1,0,1245.10002,658.50003,0,0,0.654076479983282,0.345923520016718
"401",532,1,1,0,2145.9999,1025,0,0,0.67675811027304,0.32324188972696
"402",533,1,1,0,307.6,1088.5,0,0,0.220328056729461,0.779671943270539
"403",534,3,0,0,3203.449985,0,0,0,1,0
"404",535,5,2,0,12865.800285,1189.00004,0,0,0.915402566204725,0.0845974337952752
"405",536,2,1,0,1615.49992,611.699985,0,0,0.725350210537118,0.274649789462882
"406",537,4,1,0,7475.60013,626.55,0,0,0.922668675605003,0.0773313243949974
"407",538,3,2,0,7368.000205,469.5,0,0,0.940095695346779,0.0599043046532207
"408",539,2,1,0,1656.05,603.75,0,0,0.73283033896805,0.26716966103195
"409",540,2,0,0,810.64999,0,0,0,1,0
"410",541,2,0,0,2166.299955,0,0,0,1,0
"411",542,5,1,0,5591.64992,878.00004,0,0,0.864289405852183,0.135710594147817
"412",543,1,1,0,1795.499955,905.249975,0,0,0.664815329644385,0.335184670355615
