"","CustomerId","StockName","TotalShares","Close","Date","class","value"
"53",2533,"USB",10,52.950001,"2017-01-26","L",529.50001
"54",2533,"VTR",15,60.970001,"2017-01-26","L",914.550015
"55",2533,"WHR",50,173.940002,"2017-01-26","L",8697.0001
"56",1748,"AMP",5,114.879997,"2017-01-26","L",574.399985
"57",1748,"CAH",40,73.089996,"2017-01-26","L",2923.59984
"58",1748,"CF",5,36.209999,"2017-01-26","M",181.049995
"59",1748,"CHRW",20,75.75,"2017-01-26","L",1515
"60",1748,"CSX",10,48.599998,"2017-01-26","L",485.99998
"61",1748,"EA",5,81.699997,"2017-01-26","L",408.499985
"62",1748,"EQR",35,61.52,"2017-01-26","L",2153.2
"63",1748,"HCN",25,66.139999,"2017-01-26","L",1653.499975
"64",1748,"MUR",5,31.1,"2017-01-26","M",155.5
"65",1748,"OXY",10,68.550003,"2017-01-26","L",685.50003
"66",1748,"PBI",10,15.85,"2017-01-26","M",158.5
"67",1748,"PSA",15,218.25,"2017-01-26","L",3273.75
"68",1748,"PWR",5,37.450001,"2017-01-26","M",187.250005
"69",1748,"UPS",20,116.93,"2017-01-26","L",2338.6
"70",1748,"VTR",15,60.970001,"2017-01-26","L",914.550015
"71",4954,"AMP",10,114.879997,"2017-01-26","L",1148.79997
"72",4954,"CF",30,36.209999,"2017-01-26","M",1086.29997
"73",4954,"CSCO",25,30.74,"2017-01-26","L",768.5
"74",4954,"ES",5,54.529999,"2017-01-26","L",272.649995
"75",4954,"FLS",20,51.540001,"2017-01-26","M",1030.80002
"76",4954,"MU",15,23.52,"2017-01-26","L",352.8
"77",4954,"MUR",15,31.1,"2017-01-26","M",466.5
"78",4954,"NWS",20,12.55,"2017-01-26","M",251
"79",4954,"PX",5,119.5,"2017-01-26","L",597.5
"80",4954,"STX",30,43.900002,"2017-01-26","M",1317.00006
"81",4954,"USB",40,52.950001,"2017-01-26","L",2118.00004
"82",4954,"VTR",30,60.970001,"2017-01-26","L",1829.10003
"83",3056,"AMP",5,114.879997,"2017-01-26","L",574.399985
"84",3056,"CAH",15,73.089996,"2017-01-26","L",1096.34994
"85",3056,"CF",30,36.209999,"2017-01-26","M",1086.29997
"86",3056,"CSCO",35,30.74,"2017-01-26","L",1075.9
"87",3056,"CSX",20,48.599998,"2017-01-26","L",971.99996
"88",3056,"DTE",35,98.220001,"2017-01-26","L",3437.700035
"89",3056,"ILMN",25,160.130005,"2017-01-26","L",4003.250125
"90",3056,"MCO",20,104.07,"2017-01-26","L",2081.4
"91",3056,"MUR",20,31.1,"2017-01-26","M",622
"92",3056,"OXY",70,68.550003,"2017-01-26","L",4798.50021
"93",3056,"PBI",15,15.85,"2017-01-26","M",237.75
"94",3056,"PCLN",15,1581.439941,"2017-01-26","L",23721.599115
"95",3056,"PX",5,119.5,"2017-01-26","L",597.5
"96",3056,"TSS",10,51.25,"2017-01-26","M",512.5
"97",3056,"USB",15,52.950001,"2017-01-26","L",794.250015
"98",3056,"VTR",5,60.970001,"2017-01-26","L",304.850005
"99",3056,"XL",20,37.970001,"2017-01-26","M",759.40002
"100",4947,"AMP",10,114.879997,"2017-01-26","L",1148.79997
"101",4947,"BK",15,44.970001,"2017-01-26","L",674.550015
"102",4947,"BRK-B",15,164.919998,"2017-01-26","T",2473.79997
"103",4947,"EA",25,81.699997,"2017-01-26","L",2042.499925
"104",4947,"EQR",30,61.52,"2017-01-26","L",1845.6
"105",4947,"ES",5,54.529999,"2017-01-26","L",272.649995
"106",4947,"HCN",20,66.139999,"2017-01-26","L",1322.79998
"107",4947,"MCO",15,104.07,"2017-01-26","L",1561.05
"108",4947,"MUR",10,31.1,"2017-01-26","M",311
"109",4947,"PCLN",20,1581.439941,"2017-01-26","L",31628.79882
"110",4947,"PWR",5,37.450001,"2017-01-26","M",187.250005
"111",4947,"TSS",10,51.25,"2017-01-26","M",512.5
"112",4245,"AMP",10,114.879997,"2017-01-26","L",1148.79997
"113",4245,"CF",35,36.209999,"2017-01-26","M",1267.349965
"114",4245,"CSCO",5,30.74,"2017-01-26","L",153.7
"115",4245,"DG",35,71.690002,"2017-01-26","L",2509.15007
"116",4245,"DTE",20,98.220001,"2017-01-26","L",1964.40002
"117",4245,"IFF",40,119.699997,"2017-01-26","L",4787.99988
"118",4245,"KIM",35,25.08,"2017-01-26","L",877.8
"119",4245,"MAR",25,85.839996,"2017-01-26","L",2145.9999
"120",4245,"MAT",10,25.99,"2017-01-26","L",259.9
"121",4245,"MU",20,23.52,"2017-01-26","L",470.4
"122",4245,"MUR",15,31.1,"2017-01-26","M",466.5
"123",4245,"NWS",5,12.55,"2017-01-26","M",62.75
"124",4245,"OXY",5,68.550003,"2017-01-26","L",342.750015
"125",4245,"PCLN",5,1581.439941,"2017-01-26","L",7907.199705
"126",4245,"SPLS",5,9.3,"2017-01-26","M",46.5
"127",4245,"STX",10,43.900002,"2017-01-26","M",439.00002
"128",4245,"UTX",40,110.360001,"2017-01-26","L",4414.40004
"129",4245,"XL",25,37.970001,"2017-01-26","M",949.250025
"130",1135,"AMP",40,114.879997,"2017-01-26","L",4595.19988
"131",1135,"BK",15,44.970001,"2017-01-26","L",674.550015
"132",1135,"CHRW",35,75.75,"2017-01-26","L",2651.25
"133",1135,"EA",40,81.699997,"2017-01-26","L",3267.99988
"134",1135,"FLS",25,51.540001,"2017-01-26","M",1288.500025
"135",1135,"HCN",10,66.139999,"2017-01-26","L",661.39999
"136",1135,"HRL",5,36.16,"2017-01-26","L",180.8
"137",1135,"OXY",5,68.550003,"2017-01-26","L",342.750015
"138",1135,"PWR",5,37.450001,"2017-01-26","M",187.250005
"139",1135,"PX",5,119.5,"2017-01-26","L",597.5
"140",1135,"SBUX",20,58.459999,"2017-01-26","L",1169.19998
"141",4860,"AMP",15,114.879997,"2017-01-26","L",1723.199955
"142",4860,"BK",10,44.970001,"2017-01-26","L",449.70001
"143",4860,"BRK-B",5,164.919998,"2017-01-26","T",824.59999
"144",4860,"CAH",35,73.089996,"2017-01-26","L",2558.14986
"145",4860,"CSX",10,48.599998,"2017-01-26","L",485.99998
"146",4860,"EQR",35,61.52,"2017-01-26","L",2153.2
"147",4860,"ES",35,54.529999,"2017-01-26","L",1908.549965
"148",4860,"HOLX",10,40.169998,"2017-01-26","L",401.69998
"149",4860,"IFF",15,119.699997,"2017-01-26","L",1795.499955
"150",4860,"ILMN",30,160.130005,"2017-01-26","L",4803.90015
"151",4860,"PDCO",30,41.77,"2017-01-26","M",1253.1
"152",4860,"PX",35,119.5,"2017-01-26","L",4182.5
"153",4860,"STX",15,43.900002,"2017-01-26","M",658.50003
"154",4860,"TRIP",20,52.18,"2017-01-26","M",1043.6
"155",4860,"ULTA",5,272.420013,"2017-01-26","L",1362.100065
"156",1302,"AMP",30,114.879997,"2017-01-26","L",3446.39991
"157",1302,"CHRW",25,75.75,"2017-01-26","L",1893.75
"158",1302,"CSCO",15,30.74,"2017-01-26","L",461.1
"159",1302,"FLS",5,51.540001,"2017-01-26","M",257.700005
"160",1302,"FTI",25,35.25,"2017-01-26","M",881.25
"161",1302,"HRL",10,36.16,"2017-01-26","L",361.6
"162",1302,"IFF",5,119.699997,"2017-01-26","L",598.499985
"163",1302,"NWS",10,12.55,"2017-01-26","M",125.5
"164",1302,"PDCO",5,41.77,"2017-01-26","M",208.85
"165",1302,"ULTA",20,272.420013,"2017-01-26","L",5448.40026
"166",1302,"UPS",5,116.93,"2017-01-26","L",584.65
"167",1302,"USB",15,52.950001,"2017-01-26","L",794.250015
"168",4069,"BK",10,44.970001,"2017-01-26","L",449.70001
"169",4069,"BRK-B",20,164.919998,"2017-01-26","T",3298.39996
"170",4069,"CF",25,36.209999,"2017-01-26","M",905.249975
"171",4069,"CSCO",10,30.74,"2017-01-26","L",307.4
"172",4069,"EA",30,81.699997,"2017-01-26","L",2450.99991
"173",4069,"ES",15,54.529999,"2017-01-26","L",817.949985
"174",4069,"ESS",20,225.380005,"2017-01-26","L",4507.6001
"175",4069,"FTI",10,35.25,"2017-01-26","M",352.5
"176",4069,"HCN",15,66.139999,"2017-01-26","L",992.099985
"177",4069,"KIM",5,25.08,"2017-01-26","L",125.4
"178",4069,"MAR",15,85.839996,"2017-01-26","L",1287.59994
"179",4069,"MCO",10,104.07,"2017-01-26","L",1040.7
"180",4069,"MUR",5,31.1,"2017-01-26","M",155.5
"181",4069,"OXY",5,68.550003,"2017-01-26","L",342.750015
"182",4069,"PBI",25,15.85,"2017-01-26","M",396.25
"183",4069,"PFG",5,58.57,"2017-01-26","L",292.85
"184",4069,"PX",5,119.5,"2017-01-26","L",597.5
"185",4069,"SPLS",5,9.3,"2017-01-26","M",46.5
"186",4069,"TMO",20,143.100006,"2017-01-26","L",2862.00012
"187",4069,"ULTA",10,272.420013,"2017-01-26","L",2724.20013
"188",4069,"UPS",20,116.93,"2017-01-26","L",2338.6
"189",4069,"VTR",25,60.970001,"2017-01-26","L",1524.250025
"190",4069,"WHR",10,173.940002,"2017-01-26","L",1739.40002
"191",4069,"XL",20,37.970001,"2017-01-26","M",759.40002
"192",6152,"AMP",30,114.879997,"2017-01-26","L",3446.39991
"193",6152,"BRK-B",15,164.919998,"2017-01-26","T",2473.79997
"194",6152,"ES",25,54.529999,"2017-01-26","L",1363.249975
"195",6152,"HOLX",10,40.169998,"2017-01-26","L",401.69998
"196",6152,"KIM",5,25.08,"2017-01-26","L",125.4
"197",6152,"MUR",30,31.1,"2017-01-26","M",933
"198",6152,"NWS",5,12.55,"2017-01-26","M",62.75
"199",6152,"USB",20,52.950001,"2017-01-26","L",1059.00002
"200",2770,"AMP",40,114.879997,"2017-01-26","L",4595.19988
"201",2770,"CAH",5,73.089996,"2017-01-26","L",365.44998
"202",2770,"DG",10,71.690002,"2017-01-26","L",716.90002
"203",2770,"ES",15,54.529999,"2017-01-26","L",817.949985
"204",2770,"ILMN",20,160.130005,"2017-01-26","L",3202.6001
"205",2770,"MCO",10,104.07,"2017-01-26","L",1040.7
"206",2770,"MU",25,23.52,"2017-01-26","L",588
"207",2770,"PDCO",5,41.77,"2017-01-26","M",208.85
"208",2770,"PSA",5,218.25,"2017-01-26","L",1091.25
"209",2770,"SPLS",15,9.3,"2017-01-26","M",139.5
"210",2770,"STX",25,43.900002,"2017-01-26","M",1097.50005
"211",2770,"TSS",15,51.25,"2017-01-26","M",768.75
"212",2770,"ULTA",10,272.420013,"2017-01-26","L",2724.20013
"213",2770,"UTX",10,110.360001,"2017-01-26","L",1103.60001
"214",2085,"AMP",5,114.879997,"2017-01-26","L",574.399985
"215",2085,"BRK-B",30,164.919998,"2017-01-26","T",4947.59994
"216",2085,"EA",35,81.699997,"2017-01-26","L",2859.499895
"217",2085,"EQR",20,61.52,"2017-01-26","L",1230.4
"218",2085,"ES",30,54.529999,"2017-01-26","L",1635.89997
"219",2085,"HOLX",5,40.169998,"2017-01-26","L",200.84999
"220",2085,"MUR",30,31.1,"2017-01-26","M",933
"221",2085,"OXY",35,68.550003,"2017-01-26","L",2399.250105
"222",2085,"PBI",5,15.85,"2017-01-26","M",79.25
"223",2085,"PX",5,119.5,"2017-01-26","L",597.5
"224",2085,"TSS",25,51.25,"2017-01-26","M",1281.25
"225",2085,"UPS",35,116.93,"2017-01-26","L",4092.55
"226",2085,"UTX",25,110.360001,"2017-01-26","L",2759.000025
"227",2836,"AMP",30,114.879997,"2017-01-26","L",3446.39991
"228",2836,"BRK-B",20,164.919998,"2017-01-26","T",3298.39996
"229",2836,"CFG",15,37.540001,"2017-01-26","L",563.100015
"230",2836,"DG",5,71.690002,"2017-01-26","L",358.45001
"231",2836,"ES",25,54.529999,"2017-01-26","L",1363.249975
"232",2836,"FIS",15,79.559998,"2017-01-26","L",1193.39997
"233",2836,"HRL",35,36.16,"2017-01-26","L",1265.6
"234",2836,"ICE",15,58.169998,"2017-01-26","L",872.54997
"235",2836,"NWS",5,12.55,"2017-01-26","M",62.75
"236",2836,"PWR",25,37.450001,"2017-01-26","M",936.250025
"237",2836,"PX",20,119.5,"2017-01-26","L",2390
"238",2836,"SBUX",20,58.459999,"2017-01-26","L",1169.19998
"239",2836,"TSS",10,51.25,"2017-01-26","M",512.5
"240",2836,"USB",35,52.950001,"2017-01-26","L",1853.250035
"241",5922,"AMP",10,114.879997,"2017-01-26","L",1148.79997
"242",5922,"DG",30,71.690002,"2017-01-26","L",2150.70006
"243",5922,"MCO",15,104.07,"2017-01-26","L",1561.05
"244",5922,"PBI",15,15.85,"2017-01-26","M",237.75
"245",5922,"STX",5,43.900002,"2017-01-26","M",219.50001
"246",5922,"TSS",15,51.25,"2017-01-26","M",768.75
"247",5922,"USB",10,52.950001,"2017-01-26","L",529.50001
"248",5922,"VTR",30,60.970001,"2017-01-26","L",1829.10003
"249",6401,"AMP",25,114.879997,"2017-01-26","L",2871.999925
"250",6401,"EA",20,81.699997,"2017-01-26","L",1633.99994
"251",6401,"EQR",15,61.52,"2017-01-26","L",922.8
"252",6401,"KSS",5,40.25,"2017-01-26","M",201.25
"253",6401,"TSS",30,51.25,"2017-01-26","M",1537.5
"254",6401,"USB",10,52.950001,"2017-01-26","L",529.50001
"255",3624,"AMP",15,114.879997,"2017-01-26","L",1723.199955
"256",3624,"BWA",20,40.779999,"2017-01-26","M",815.59998
"257",3624,"CF",25,36.209999,"2017-01-26","M",905.249975
"258",3624,"CSCO",10,30.74,"2017-01-26","L",307.4
"259",3624,"CSX",5,48.599998,"2017-01-26","L",242.99999
"260",3624,"DG",35,71.690002,"2017-01-26","L",2509.15007
"261",3624,"EA",10,81.699997,"2017-01-26","L",816.99997
"262",3624,"EQR",50,61.52,"2017-01-26","L",3076
"263",3624,"FTI",15,35.25,"2017-01-26","M",528.75
"264",3624,"HOLX",25,40.169998,"2017-01-26","L",1004.24995
"265",3624,"HRL",5,36.16,"2017-01-26","L",180.8
"266",3624,"ILMN",45,160.130005,"2017-01-26","L",7205.850225
"267",3624,"KSS",55,40.25,"2017-01-26","M",2213.75
"268",3624,"MAR",10,85.839996,"2017-01-26","L",858.39996
"269",3624,"MCO",10,104.07,"2017-01-26","L",1040.7
"270",3624,"PDCO",5,41.77,"2017-01-26","M",208.85
"271",3624,"TMO",15,143.100006,"2017-01-26","L",2146.50009
"272",3624,"ULTA",10,272.420013,"2017-01-26","L",2724.20013
"273",3624,"UTX",15,110.360001,"2017-01-26","L",1655.400015
"274",1349,"AMP",15,114.879997,"2017-01-26","L",1723.199955
"275",1349,"BRK-B",10,164.919998,"2017-01-26","T",1649.19998
"276",1349,"CAH",20,73.089996,"2017-01-26","L",1461.79992
"277",1349,"DG",15,71.690002,"2017-01-26","L",1075.35003
"278",1349,"ES",20,54.529999,"2017-01-26","L",1090.59998
"279",1349,"ESS",15,225.380005,"2017-01-26","L",3380.700075
"280",1349,"HCN",20,66.139999,"2017-01-26","L",1322.79998
"281",1349,"HOLX",20,40.169998,"2017-01-26","L",803.39996
"282",1349,"OXY",15,68.550003,"2017-01-26","L",1028.250045
"283",1349,"SPLS",25,9.3,"2017-01-26","M",232.5
"284",1349,"USB",5,52.950001,"2017-01-26","L",264.750005
"285",1349,"VTR",15,60.970001,"2017-01-26","L",914.550015
"286",1738,"AMP",5,114.879997,"2017-01-26","L",574.399985
"287",1738,"CHRW",5,75.75,"2017-01-26","L",378.75
"288",1738,"DG",10,71.690002,"2017-01-26","L",716.90002
"289",1738,"ICE",30,58.169998,"2017-01-26","L",1745.09994
"290",1738,"MCO",5,104.07,"2017-01-26","L",520.35
"291",1738,"PBI",10,15.85,"2017-01-26","M",158.5
"292",1738,"PFG",30,58.57,"2017-01-26","L",1757.1
"293",1738,"PSA",5,218.25,"2017-01-26","L",1091.25
"294",5436,"AMP",10,114.879997,"2017-01-26","L",1148.79997
"295",5436,"BRK-B",15,164.919998,"2017-01-26","T",2473.79997
"296",5436,"CSCO",40,30.74,"2017-01-26","L",1229.6
"297",5436,"DG",40,71.690002,"2017-01-26","L",2867.60008
"298",5436,"HCN",20,66.139999,"2017-01-26","L",1322.79998
"299",5436,"HRL",5,36.16,"2017-01-26","L",180.8
"300",5436,"IFF",10,119.699997,"2017-01-26","L",1196.99997
"301",5436,"MAR",5,85.839996,"2017-01-26","L",429.19998
"302",5436,"PFG",40,58.57,"2017-01-26","L",2342.8
"303",5436,"PX",45,119.5,"2017-01-26","L",5377.5
"304",5436,"UTX",15,110.360001,"2017-01-26","L",1655.400015
"305",2714,"AMP",25,114.879997,"2017-01-26","L",2871.999925
"306",2714,"BRK-B",5,164.919998,"2017-01-26","T",824.59999
"307",2714,"BWA",5,40.779999,"2017-01-26","M",203.899995
"308",2714,"CSCO",20,30.74,"2017-01-26","L",614.8
"309",2714,"CSX",15,48.599998,"2017-01-26","L",728.99997
"310",2714,"DG",5,71.690002,"2017-01-26","L",358.45001
"311",2714,"DTE",40,98.220001,"2017-01-26","L",3928.80004
"312",2714,"ES",5,54.529999,"2017-01-26","L",272.649995
"313",2714,"ESS",30,225.380005,"2017-01-26","L",6761.40015
"314",2714,"HCN",35,66.139999,"2017-01-26","L",2314.899965
"315",2714,"HRL",25,36.16,"2017-01-26","L",904
"316",2714,"MAR",5,85.839996,"2017-01-26","L",429.19998
"317",2714,"MCO",25,104.07,"2017-01-26","L",2601.75
"318",2714,"MU",5,23.52,"2017-01-26","L",117.6
"319",2714,"MUR",65,31.1,"2017-01-26","M",2021.5
"320",2714,"NWS",20,12.55,"2017-01-26","M",251
"321",2714,"PCLN",5,1581.439941,"2017-01-26","L",7907.199705
"322",2714,"PWR",5,37.450001,"2017-01-26","M",187.250005
"323",2714,"SPLS",30,9.3,"2017-01-26","M",279
"324",2714,"STX",30,43.900002,"2017-01-26","M",1317.00006
"325",2714,"TMO",10,143.100006,"2017-01-26","L",1431.00006
"326",2714,"TSS",10,51.25,"2017-01-26","M",512.5
"327",2714,"UTX",45,110.360001,"2017-01-26","L",4966.200045
"328",2720,"AMP",25,114.879997,"2017-01-26","L",2871.999925
"329",2720,"BRK-B",5,164.919998,"2017-01-26","T",824.59999
"330",2720,"CF",15,36.209999,"2017-01-26","M",543.149985
"331",2720,"DG",5,71.690002,"2017-01-26","L",358.45001
"332",2720,"EQR",5,61.52,"2017-01-26","L",307.6
"333",2720,"IFF",10,119.699997,"2017-01-26","L",1196.99997
"334",2720,"KIM",25,25.08,"2017-01-26","L",627
"335",2720,"MAR",5,85.839996,"2017-01-26","L",429.19998
"336",2720,"MU",35,23.52,"2017-01-26","L",823.2
"337",2720,"NWS",20,12.55,"2017-01-26","M",251
"338",2720,"PX",35,119.5,"2017-01-26","L",4182.5
"339",2720,"TRIP",40,52.18,"2017-01-26","M",2087.2
"340",2720,"USB",15,52.950001,"2017-01-26","L",794.250015
"341",2720,"VTR",20,60.970001,"2017-01-26","L",1219.40002
"342",2416,"AMP",5,114.879997,"2017-01-26","L",574.399985
"343",2416,"CF",5,36.209999,"2017-01-26","M",181.049995
"344",2416,"DG",10,71.690002,"2017-01-26","L",716.90002
"345",2416,"EA",10,81.699997,"2017-01-26","L",816.99997
"346",2416,"EQR",40,61.52,"2017-01-26","L",2460.8
"347",2416,"ESS",30,225.380005,"2017-01-26","L",6761.40015
"348",2416,"HCN",15,66.139999,"2017-01-26","L",992.099985
"349",2416,"PBI",5,15.85,"2017-01-26","M",79.25
"350",2416,"PCLN",5,1581.439941,"2017-01-26","L",7907.199705
"351",2416,"PDCO",5,41.77,"2017-01-26","M",208.85
"352",2416,"PSA",10,218.25,"2017-01-26","L",2182.5
"353",2416,"PWR",15,37.450001,"2017-01-26","M",561.750015
"354",2416,"SPLS",10,9.3,"2017-01-26","M",93
"355",2416,"STX",10,43.900002,"2017-01-26","M",439.00002
"356",2416,"USB",15,52.950001,"2017-01-26","L",794.250015
"357",1827,"AMP",20,114.879997,"2017-01-26","L",2297.59994
"358",1827,"BRK-B",25,164.919998,"2017-01-26","T",4122.99995
"359",1827,"CF",40,36.209999,"2017-01-26","M",1448.39996
"360",1827,"CSCO",5,30.74,"2017-01-26","L",153.7
"361",1827,"DG",10,71.690002,"2017-01-26","L",716.90002
"362",1827,"HRL",25,36.16,"2017-01-26","L",904
"363",1827,"MCO",15,104.07,"2017-01-26","L",1561.05
"364",1827,"MUR",10,31.1,"2017-01-26","M",311
"365",1827,"NWS",10,12.55,"2017-01-26","M",125.5
"366",1827,"OXY",5,68.550003,"2017-01-26","L",342.750015
"367",1827,"PFG",5,58.57,"2017-01-26","L",292.85
"368",1827,"SBUX",15,58.459999,"2017-01-26","L",876.899985
"369",1827,"SPLS",35,9.3,"2017-01-26","M",325.5
"370",1827,"STX",40,43.900002,"2017-01-26","M",1756.00008
"371",1827,"USB",30,52.950001,"2017-01-26","L",1588.50003
"372",1827,"VTR",10,60.970001,"2017-01-26","L",609.70001
"373",2941,"AMP",5,114.879997,"2017-01-26","L",574.399985
"374",2941,"BRK-B",20,164.919998,"2017-01-26","T",3298.39996
"375",2941,"DG",35,71.690002,"2017-01-26","L",2509.15007
"376",2941,"FIS",35,79.559998,"2017-01-26","L",2784.59993
"377",2941,"HCN",20,66.139999,"2017-01-26","L",1322.79998
"378",2941,"HRL",10,36.16,"2017-01-26","L",361.6
"379",2941,"ICE",20,58.169998,"2017-01-26","L",1163.39996
"380",2941,"MAR",10,85.839996,"2017-01-26","L",858.39996
"381",2941,"MU",5,23.52,"2017-01-26","L",117.6
"382",2941,"MUR",10,31.1,"2017-01-26","M",311
"383",2941,"OXY",5,68.550003,"2017-01-26","L",342.750015
"384",2941,"PBI",55,15.85,"2017-01-26","M",871.75
"385",2941,"PCLN",35,1581.439941,"2017-01-26","L",55350.397935
"386",2941,"PFG",5,58.57,"2017-01-26","L",292.85
"387",2941,"PX",10,119.5,"2017-01-26","L",1195
"388",2941,"SBUX",40,58.459999,"2017-01-26","L",2338.39996
"389",2941,"STX",35,43.900002,"2017-01-26","M",1536.50007
"390",2941,"TMO",20,143.100006,"2017-01-26","L",2862.00012
"391",2941,"TSS",25,51.25,"2017-01-26","M",1281.25
"392",2941,"ULTA",5,272.420013,"2017-01-26","L",1362.100065
"393",2941,"VTR",30,60.970001,"2017-01-26","L",1829.10003
"394",3081,"AMP",15,114.879997,"2017-01-26","L",1723.199955
"395",3081,"BRK-B",35,164.919998,"2017-01-26","T",5772.19993
"396",3081,"CAH",55,73.089996,"2017-01-26","L",4019.94978
"397",3081,"CHRW",5,75.75,"2017-01-26","L",378.75
"398",3081,"EQR",20,61.52,"2017-01-26","L",1230.4
"399",3081,"ES",15,54.529999,"2017-01-26","L",817.949985
"400",3081,"HRL",15,36.16,"2017-01-26","L",542.4
"401",3081,"MUR",30,31.1,"2017-01-26","M",933
"402",3081,"NWS",5,12.55,"2017-01-26","M",62.75
"403",3081,"OXY",55,68.550003,"2017-01-26","L",3770.250165
"404",3081,"PWR",5,37.450001,"2017-01-26","M",187.250005
"405",3081,"PX",10,119.5,"2017-01-26","L",1195
"406",3081,"STX",10,43.900002,"2017-01-26","M",439.00002
"407",3081,"TRIP",35,52.18,"2017-01-26","M",1826.3
"408",3081,"TSS",40,51.25,"2017-01-26","M",2050
"409",3081,"VTR",5,60.970001,"2017-01-26","L",304.850005
"410",1628,"AMP",5,114.879997,"2017-01-26","L",574.399985
"411",1628,"BRK-B",20,164.919998,"2017-01-26","T",3298.39996
"412",1628,"DG",15,71.690002,"2017-01-26","L",1075.35003
"413",1628,"HRL",10,36.16,"2017-01-26","L",361.6
"414",1628,"IFF",30,119.699997,"2017-01-26","L",3590.99991
"415",1628,"PCLN",15,1581.439941,"2017-01-26","L",23721.599115
"416",1628,"PSA",35,218.25,"2017-01-26","L",7638.75
"417",1628,"PWR",20,37.450001,"2017-01-26","M",749.00002
"418",1628,"TRIP",10,52.18,"2017-01-26","M",521.8
"419",1628,"TSS",10,51.25,"2017-01-26","M",512.5
"420",1628,"WHR",15,173.940002,"2017-01-26","L",2609.10003
"421",1049,"AMP",10,114.879997,"2017-01-26","L",1148.79997
"422",1049,"ICE",10,58.169998,"2017-01-26","L",581.69998
"423",1049,"PBI",25,15.85,"2017-01-26","M",396.25
"424",1049,"PX",35,119.5,"2017-01-26","L",4182.5
"425",1049,"SPLS",20,9.3,"2017-01-26","M",186
"426",1049,"ULTA",15,272.420013,"2017-01-26","L",4086.300195
"427",1049,"UPS",20,116.93,"2017-01-26","L",2338.6
